tmdb_id,title,original_language,language_queried,release_date,popularity,vote_average,vote_count,director_gender,female_leads_top5,male_leads_top5,total_cast,female_in_full_cast,budget,revenue,runtime,genres,production_companies,bechdel_proxy_score,bechdel_proxy_pass,bechdel_proxy_partial,year,decade,genres_list,primary_genre,revenue_clean,budget_clean,has_boxoffice,roi,female_cast_ratio,female_lead_ratio,director_gender_label,language_label,revenue_m,revenue_inr_crore,budget_inr_crore
392572,Rustom,hi,hi,2016-08-12,2.3749,6.679,140,2,3,2,14,3,6114349,26309214,148,"['Thriller', 'Drama', 'Crime']","['KriArj Entertainment', 'Zee Studios', 'Hari Om Entertainment']",2.0,False,True,2016,2015,"['Thriller', 'Drama', 'Crime']",Thriller,26309214.0,6114349.0,True,3.302864295119562,0.2142857142857142,0.6,Male,Hindi,,219.6819369,51.05481415
8453,Fanaa,hi,hi,2006-05-26,2.1158,6.776,232,2,3,2,18,8,5300000,22175908,168,"['Action', 'Drama', 'Romance', 'Thriller']",['Yash Raj Films'],2.0,False,True,2006,2005,"['Action', 'Drama', 'Romance', 'Thriller']",Action,22175908.0,5300000.0,True,3.1841335849056605,0.4444444444444444,0.6,Male,Hindi,,185.1688318,44.255
85985,Ek Tha Tiger,hi,hi,2012-08-15,2.6114,6.191,217,2,1,4,36,2,14040000,62690000,133,"['Action', 'Thriller', 'Romance']","['Yash Raj Films', 'Fantastic Films', 'Prime Focus']",0.0,False,False,2012,2010,"['Action', 'Thriller', 'Romance']",Action,62690000.0,14040000.0,True,3.465099715099715,0.0555555555555555,0.2,Male,Hindi,,523.4615,117.234
496328,Sanju,hi,hi,2018-06-29,2.1727,7.2,215,2,2,3,16,7,21918618,67414985,161,['Drama'],"['Rajkumar Hirani Films', 'Vinod Chopra Films', 'Vidhu Vinod Chopra Productions']",2.0,False,True,2018,2015,['Drama'],Drama,67414985.0,21918618.0,True,2.075695055226566,0.4375,0.4,Male,Hindi,,562.91512475,183.0204603
362136,Prem Ratan Dhan Payo,hi,hi,2015-11-11,2.2841,5.285,123,2,2,3,18,5,23400000,67000000,164,"['Romance', 'Drama', 'Action']","['Fox Star Studios', 'Rajshri Productions']",2.0,False,True,2015,2015,"['Romance', 'Drama', 'Action']",Romance,67000000.0,23400000.0,True,1.8632478632478633,0.2777777777777778,0.4,Male,Hindi,,559.45,195.39
388333,M.S. Dhoni: The Untold Story,hi,hi,2016-09-30,2.7354,7.24,202,2,2,3,27,7,0,0,190,['Drama'],"['Fox Star Studios', 'Inspired Entertainments', 'Friday Filmworks']",2.0,False,True,2016,2015,['Drama'],Drama,,,False,,0.2592592592592592,0.4,Male,Hindi,,,
533991,Stree,hi,hi,2018-08-31,2.2778,6.934,190,0,1,4,23,4,2800000,21000000,128,"['Horror', 'Comedy']","['Maddock Films', 'D2R Films']",0.0,False,False,2018,2015,"['Horror', 'Comedy']",Horror,21000000.0,2800000.0,True,6.5,0.1739130434782608,0.2,Unknown,Hindi,,175.35,23.38
4254,Kal Ho Naa Ho,hi,hi,2003-11-27,2.1088,7.458,443,2,3,2,37,17,0,13214520,187,"['Comedy', 'Drama', 'Romance']",['Dharma Productions'],2.0,False,True,2003,2000,"['Comedy', 'Drama', 'Romance']",Comedy,13214520.0,,True,,0.4594594594594595,0.6,Male,Hindi,,110.341242,
14395,Kabhi Alvida Naa Kehna,hi,hi,2006-08-11,2.279,6.437,231,2,2,3,22,7,7400000,17000000,193,"['Drama', 'Romance']",['Dharma Productions'],2.0,False,True,2006,2005,"['Drama', 'Romance']",Drama,17000000.0,7400000.0,True,1.2972972972972974,0.3181818181818182,0.4,Male,Hindi,,141.95,61.79
393445,Ae Dil Hai Mushkil,hi,hi,2016-10-27,2.2263,6.4,217,2,3,2,14,7,0,0,158,"['Romance', 'Drama']","['ADHM Films', 'Fox Star Studios', 'Dharma Productions']",2.0,False,True,2016,2015,"['Romance', 'Drama']",Romance,,,False,,0.5,0.6,Male,Hindi,,,
594669,Baaghi 3,hi,hi,2020-03-06,2.0163,6.3,125,0,2,3,13,3,7952450,18473570,144,"['Action', 'Adventure', 'Thriller']","['Nadiadwala Grandson Entertainment', 'Fox Star Studios']",2.0,False,True,2020,2020,"['Action', 'Adventure', 'Thriller']",Action,18473570.0,7952450.0,True,1.32300360266333,0.2307692307692307,0.4,Unknown,Hindi,,154.2543095,66.4029575
695969,Haseen Dillruba,hi,hi,2021-06-30,2.4179,6.771,118,0,2,3,18,4,0,0,136,"['Romance', 'Mystery', 'Thriller']","['Colour Yellow Productions', 'Eros International', 'T-Series']",2.0,False,True,2021,2020,"['Romance', 'Mystery', 'Thriller']",Romance,,,False,,0.2222222222222222,0.4,Unknown,Hindi,,,
337876,Gabbar Is Back,hi,hi,2015-05-01,2.4305,6.891,138,2,1,4,16,5,11000000,41000000,130,"['Drama', 'Action']","['Viacom18 Studios', 'Bhansali Productions']",0.0,False,False,2015,2015,"['Drama', 'Action']",Drama,41000000.0,11000000.0,True,2.727272727272727,0.3125,0.2,Male,Hindi,,342.35,91.85
581361,Badla,hi,hi,2019-03-08,2.0286,7.266,169,2,2,3,19,4,0,0,120,"['Crime', 'Thriller', 'Mystery', 'Drama']","['Azure Entertainment', 'Red Chillies Entertainment', 'Universal Media']",2.0,False,True,2019,2015,"['Crime', 'Thriller', 'Mystery', 'Drama']",Crime,,,False,,0.2105263157894736,0.4,Male,Hindi,,,
41109,Don 2,hi,hi,2011-12-23,2.2448,6.971,262,2,2,3,20,4,11000000,2900000,139,"['Action', 'Thriller']","['Excel Entertainment', 'Red Chillies Entertainment', 'Landmark Productions', 'Pixion Studio']",2.0,False,True,2011,2010,"['Action', 'Thriller']",Action,2900000.0,11000000.0,True,-0.7363636363636363,0.2,0.4,Male,Hindi,,24.215,91.85
734253,Adipurush,hi,hi,2023-06-16,1.8261,4.604,106,0,1,3,27,4,63000000,54300000,179,"['Action', 'Adventure', 'Fantasy']","['Retrophiles Private Limited', 'T-Series', 'UV Creations', 'RKB Creative (US)']",0.0,False,False,2023,2020,"['Action', 'Adventure', 'Fantasy']",Action,54300000.0,63000000.0,True,-0.1380952380952381,0.1481481481481481,0.2,Unknown,Hindi,,453.405,526.05
19025,Bhool Bhulaiyaa,hi,hi,2007-10-12,1.8978,6.743,204,2,2,3,15,6,3800000,9900000,158,"['Comedy', 'Horror', 'Thriller']",['T-Series'],2.0,False,True,2007,2005,"['Comedy', 'Horror', 'Thriller']",Comedy,9900000.0,3800000.0,True,1.605263157894737,0.4,0.4,Male,Hindi,,82.665,31.73
16345,Billu,hi,hi,2009-02-13,2.1997,6.406,112,2,1,4,27,6,5750000,10000000,137,"['Comedy', 'Drama']","['Red Chillies Entertainment', 'Eros International']",0.0,False,False,2009,2005,"['Comedy', 'Drama']",Comedy,10000000.0,5750000.0,True,0.7391304347826086,0.2222222222222222,0.2,Male,Hindi,,83.5,48.0125
496076,Zero,hi,hi,2018-12-21,1.988,5.18,114,2,2,3,33,15,26000000,0,164,"['Romance', 'Drama', 'Comedy']","['Red Chillies Entertainment', 'Colour Yellow Productions']",2.0,False,True,2018,2015,"['Romance', 'Drama', 'Comedy']",Romance,,26000000.0,False,,0.4545454545454545,0.4,Male,Hindi,,,217.1
280690,Kick,hi,hi,2014-07-25,2.6201,5.7,172,2,1,4,16,4,22000000,55000000,146,"['Action', 'Romance', 'Comedy', 'Crime']","['Nadiadwala Grandson Entertainment', 'UTV Motion Pictures']",0.0,False,False,2014,2010,"['Action', 'Romance', 'Comedy', 'Crime']",Action,55000000.0,22000000.0,True,1.5,0.25,0.2,Male,Hindi,,459.25,183.7
138122,Student Of The Year,hi,hi,2012-10-19,2.3472,5.792,190,2,2,3,22,11,8391922,13749809,146,"['Comedy', 'Drama', 'Romance']","['Dharma Productions', 'Red Chillies Entertainment']",2.0,False,True,2012,2010,"['Comedy', 'Drama', 'Romance']",Comedy,13749809.0,8391922.0,True,0.6384576739392954,0.5,0.4,Male,Hindi,,114.81090515,70.0725487
950071,Jaane Jaan,hi,hi,2023-09-21,2.0525,7.04,113,2,2,3,14,5,0,0,139,"['Crime', 'Thriller', 'Drama']","['Kross Pictures', '12th Street Entertainment', 'Balaji Motion Pictures', 'Northern Lights Films']",2.0,False,True,2023,2020,"['Crime', 'Thriller', 'Drama']",Crime,,,False,,0.3571428571428571,0.4,Male,Hindi,,,
381418,Sanam Teri Kasam,hi,hi,2016-02-05,1.8387,7.854,140,0,1,4,8,1,0,0,154,"['Drama', 'Romance']","['Eros International', 'Soham Rockstar Entertainment']",0.0,False,False,2016,2015,"['Drama', 'Romance']",Drama,,,False,,0.125,0.2,Unknown,Hindi,,,
262903,Main Tera Hero,hi,hi,2014-04-04,1.9146,5.682,195,2,2,3,16,4,0,0,128,"['Romance', 'Comedy']",['Balaji Motion Pictures'],2.0,False,True,2014,2010,"['Romance', 'Comedy']",Romance,,,False,,0.25,0.4,Male,Hindi,,,
132316,Jab Tak Hai Jaan,hi,hi,2012-11-13,1.8054,7.047,288,2,3,2,16,4,6087315,27942181,176,"['Drama', 'Romance']",['Yash Raj Films'],2.0,False,True,2012,2010,"['Drama', 'Romance']",Drama,27942181.0,6087315.0,True,3.5902308324770447,0.25,0.6,Male,Hindi,,233.31721135,50.82908025
714338,Bulbbul,hi,hi,2020-06-24,1.9004,6.592,169,1,2,3,15,3,0,0,94,"['Horror', 'Fantasy', 'Thriller']",['Clean Slate Films'],3.0,True,True,2020,2020,"['Horror', 'Fantasy', 'Thriller']",Horror,,,False,,0.2,0.4,Female,Hindi,,,
464458,Ittefaq,hi,hi,2017-11-03,2.2737,6.828,116,0,2,3,12,3,4400000,7900000,107,"['Crime', 'Thriller']","['Dharma Productions', 'Red Chillies Entertainment', 'B.R. Studios']",2.0,False,True,2017,2015,"['Crime', 'Thriller']",Crime,7900000.0,4400000.0,True,0.7954545454545454,0.25,0.4,Unknown,Hindi,,65.965,36.74
480,Monsoon Wedding,hi,hi,2001-08-30,1.9273,6.793,220,1,3,2,59,8,1200000,30787356,114,"['Comedy', 'Drama', 'Romance']","['IFC Productions', 'Mirabai Films', 'Key Film Productions', 'Pandora Film', 'Paradis Films', 'iDream Productions']",3.0,True,True,2001,2000,"['Comedy', 'Drama', 'Romance']",Comedy,30787356.0,1200000.0,True,24.65613,0.135593220338983,0.6,Female,Hindi,,257.0744226,10.02
534075,Super 30,hi,hi,2019-07-12,2.2697,7.267,129,2,1,4,20,5,0,0,153,['Drama'],"['Phantom Films', 'Nadiadwala Grandson Entertainment', 'Reliance Entertainment', 'HRX Films']",0.0,False,False,2019,2015,['Drama'],Drama,,,False,,0.25,0.2,Male,Hindi,,,
799155,Attack,hi,hi,2022-04-01,1.8016,6.8,216,0,2,2,17,3,9600000,2600000,123,"['Action', 'Science Fiction', 'Thriller']","['JA Entertainment', 'Pen Studios', 'Ajay Kapoor Productions']",2.0,False,True,2022,2020,"['Action', 'Science Fiction', 'Thriller']",Action,2600000.0,9600000.0,True,-0.7291666666666666,0.1764705882352941,0.4,Unknown,Hindi,,21.71,80.16
7913,Rang De Basanti,hi,hi,2006-01-26,1.9031,7.071,501,2,0,5,21,5,2200000,11502151,157,"['Comedy', 'Drama', 'History', 'Romance']","['UTV Motion Pictures', 'Rakeysh Omprakash Mehra Pictures']",0.0,False,False,2006,2005,"['Comedy', 'Drama', 'History', 'Romance']",Comedy,11502151.0,2200000.0,True,4.228250454545455,0.238095238095238,0.0,Male,Hindi,,96.04296085,18.37
191562,Go Goa Gone,hi,hi,2013-05-10,1.9519,5.865,126,2,1,4,18,3,2700000,5400000,111,"['Comedy', 'Horror']","['Eros International', 'Illuminati Films Pvt Ltd']",0.0,False,False,2013,2010,"['Comedy', 'Horror']",Comedy,5400000.0,2700000.0,True,1.0,0.1666666666666666,0.2,Male,Hindi,,45.09,22.545
17478,Dhoom,hi,hi,2004-08-27,1.942,6.233,232,0,2,3,21,4,1500000,12000000,129,"['Action', 'Crime', 'Drama', 'Thriller']","['Yash Raj Films', 'Dhoom Studios']",2.0,False,True,2004,2000,"['Action', 'Crime', 'Drama', 'Thriller']",Action,12000000.0,1500000.0,True,7.0,0.1904761904761904,0.4,Unknown,Hindi,,100.2,12.525
412090,Jolly LLB 2,hi,hi,2017-02-09,1.9297,6.923,156,0,1,4,33,2,4480000,1632440,140,"['Comedy', 'Crime']",['Fox Star Studios'],0.0,False,False,2017,2015,"['Comedy', 'Crime']",Comedy,1632440.0,4480000.0,True,-0.6356160714285715,0.0606060606060606,0.2,Unknown,Hindi,,13.630874,37.408
391629,Baaghi,hi,hi,2016-04-29,2.3847,6.4,144,0,1,4,12,1,5103000,17377000,134,"['Action', 'Thriller', 'Romance', 'Adventure']","['Nadiadwala Grandson Entertainment', 'UTV Motion Pictures', 'Benetone Films']",0.0,False,False,2016,2015,"['Action', 'Thriller', 'Romance', 'Adventure']",Action,17377000.0,5103000.0,True,2.40525181265922,0.0833333333333333,0.2,Unknown,Hindi,,145.09795,42.61005
4435,Aśoka,hi,hi,2001-09-13,1.7732,6.5,161,2,2,3,21,4,17000000,19000000,175,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",['Red Chillies Entertainment'],2.0,False,True,2001,2000,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",Action,19000000.0,17000000.0,True,0.1176470588235294,0.1904761904761904,0.4,Male,Hindi,,158.65,141.95
39839,Baghban,hi,hi,2003-10-03,1.9354,6.903,119,2,2,3,27,7,0,4800000,183,['Drama'],['B.R. Films'],2.0,False,True,2003,2000,['Drama'],Drama,4800000.0,,True,,0.2592592592592592,0.4,Male,Hindi,,40.08,
287767,Mardaani,hi,hi,2014-08-22,1.625,6.637,117,2,2,2,19,4,2100000,7600000,113,"['Action', 'Crime', 'Drama', 'Thriller']",['Yash Raj Films'],2.0,False,True,2014,2010,"['Action', 'Crime', 'Drama', 'Thriller']",Action,7600000.0,2100000.0,True,2.619047619047619,0.2105263157894736,0.4,Male,Hindi,,63.46,17.535
14073,Jodhaa Akbar,hi,hi,2008-02-13,1.7448,7.328,279,2,2,3,60,6,5800000,28700000,213,"['Romance', 'History', 'Drama']","['UTV Motion Pictures', 'Ashutosh Gowariker Productions']",2.0,False,True,2008,2005,"['Romance', 'History', 'Drama']",Romance,28700000.0,5800000.0,True,3.9482758620689657,0.1,0.4,Male,Hindi,,239.645,48.43
22717,Wanted,hi,hi,2009-09-18,1.8516,5.866,123,2,1,4,21,3,0,0,155,"['Action', 'Comedy', 'Crime', 'Thriller']","['Sahara One Motion Pictures', 'BSK Network and Entertainment']",0.0,False,False,2009,2005,"['Action', 'Comedy', 'Crime', 'Thriller']",Action,,,False,,0.1428571428571428,0.2,Male,Hindi,,,
597089,Article 15,hi,hi,2019-05-28,1.6902,7.561,172,2,2,3,16,4,0,0,130,"['Crime', 'Drama', 'Thriller']","['Benaras Media Works', 'Zee Studios']",2.0,False,True,2019,2015,"['Crime', 'Drama', 'Thriller']",Crime,,,False,,0.25,0.4,Male,Hindi,,,
15774,Swades,hi,hi,2004-12-17,1.5393,7.319,375,2,2,3,26,2,2900000,4800000,195,['Drama'],"['Ashutosh Gowariker Productions', 'UTV Motion Pictures', 'Dillywood']",2.0,False,True,2004,2000,['Drama'],Drama,4800000.0,2900000.0,True,0.6551724137931034,0.0769230769230769,0.4,Male,Hindi,,40.08,24.215
215776,Madras Cafe,hi,hi,2013-08-23,1.6805,6.615,126,2,2,2,15,5,5400000,6500000,130,"['Thriller', 'Drama', 'Action']","['JA Entertainment', 'Rising Sun Films']",2.0,False,True,2013,2010,"['Thriller', 'Drama', 'Action']",Thriller,6500000.0,5400000.0,True,0.2037037037037037,0.3333333333333333,0.4,Male,Hindi,,54.275,45.09
191121,Raanjhanaa,hi,hi,2013-06-21,1.79,6.623,163,2,2,3,15,3,6400000,1171761,140,"['Drama', 'Romance']","['Eros International', 'Colour Yellow Productions']",2.0,False,True,2013,2010,"['Drama', 'Romance']",Drama,1171761.0,6400000.0,True,-0.81691234375,0.2,0.4,Male,Hindi,,9.78420435,53.44
21614,Hera Pheri,hi,hi,2000-03-31,1.582,7.073,302,2,1,4,21,4,1666000,4755000,156,"['Comedy', 'Crime']",['A.G. Films'],0.0,False,False,2000,2000,"['Comedy', 'Crime']",Comedy,4755000.0,1666000.0,True,1.8541416566626652,0.1904761904761904,0.2,Male,Hindi,,39.70425,13.9111
84858,Agneepath,hi,hi,2012-01-25,1.4714,6.3,166,0,2,3,21,4,8700000,28000000,174,"['Action', 'Crime', 'Drama']",['Dharma Productions'],2.0,False,True,2012,2010,"['Action', 'Crime', 'Drama']",Action,28000000.0,8700000.0,True,2.218390804597701,0.1904761904761904,0.4,Unknown,Hindi,,233.8,72.645
276935,Ek Villain,hi,hi,2014-06-27,1.7132,6.524,171,2,2,3,14,6,0,1278108,129,"['Romance', 'Action', 'Crime', 'Thriller']",['Balaji Motion Pictures'],2.0,False,True,2014,2010,"['Romance', 'Action', 'Crime', 'Thriller']",Romance,1278108.0,,True,,0.4285714285714285,0.4,Male,Hindi,,10.6722018,
19637,Chup Chup Ke,hi,hi,2006-06-09,1.673,6.229,109,2,2,3,13,4,0,3912699,165,['Comedy'],['UTV Motion Pictures'],2.0,False,True,2006,2005,['Comedy'],Comedy,3912699.0,,True,,0.3076923076923077,0.4,Male,Hindi,,32.67103665,
79990,Desi Boyz,hi,hi,2011-11-25,1.7513,6.275,111,2,2,3,17,5,0,0,122,"['Comedy', 'Drama']","['Eros International', 'Next Gen Films']",2.0,False,True,2011,2010,"['Comedy', 'Drama']",Comedy,,,False,,0.2941176470588235,0.4,Male,Hindi,,,
15772,Guru,hi,hi,2007-01-12,2.2007,6.9,138,2,2,3,21,5,4700000,31000000,166,"['Drama', 'Romance']",['Madras Talkies'],2.0,False,True,2007,2005,"['Drama', 'Romance']",Drama,31000000.0,4700000.0,True,5.595744680851064,0.238095238095238,0.4,Male,Hindi,,258.85,39.245
204435,Krrish 3,hi,hi,2013-11-01,2.0409,5.672,198,2,2,3,18,3,20000000,84000000,152,"['Action', 'Science Fiction']",['Film Kraft'],2.0,False,True,2013,2010,"['Action', 'Science Fiction']",Action,84000000.0,20000000.0,True,3.2,0.1666666666666666,0.4,Male,Hindi,,701.4,167.0
118628,English Vinglish,hi,hi,2012-09-21,1.4567,7.232,293,1,3,2,18,6,2840000,11620000,134,"['Comedy', 'Drama', 'Family']","[""Lola's Productions"", 'Eros International', 'Curbside Films', 'Hope Productions']",3.0,True,True,2012,2010,"['Comedy', 'Drama', 'Family']",Comedy,11620000.0,2840000.0,True,3.091549295774648,0.3333333333333333,0.6,Female,Hindi,,97.027,23.714
413543,Dear Zindagi,hi,hi,2016-11-23,1.6276,7.002,256,1,1,4,22,4,4300000,3376375,151,"['Drama', 'Romance']","['Red Chillies Entertainment', 'Dharma Productions', 'Hope Productions']",0.0,False,False,2016,2015,"['Drama', 'Romance']",Drama,3376375.0,4300000.0,True,-0.2147965116279069,0.1818181818181818,0.2,Female,Hindi,,28.19273125,35.905
413646,Badrinath Ki Dulhania,hi,hi,2017-03-10,1.6753,6.441,143,2,3,2,17,5,0,26134309,139,"['Drama', 'Comedy', 'Romance']","['Dharma Productions', 'AR Film Studio']",2.0,False,True,2017,2015,"['Drama', 'Comedy', 'Romance']",Drama,26134309.0,,True,,0.2941176470588235,0.6,Male,Hindi,,218.22148015,
518497,Sir,hi,hi,2018-09-20,1.3564,7.086,110,1,3,1,12,6,0,0,99,"['Drama', 'Romance']","['Inkpot Films Private Limited', 'Ciné-Sud Promotion']",3.0,True,True,2018,2015,"['Drama', 'Romance']",Drama,,,False,,0.5,0.6,Female,Hindi,,,
20294,Welcome,hi,hi,2007-12-21,1.6349,6.877,175,2,1,4,20,4,0,36500000,150,"['Comedy', 'Crime', 'Family']","['A.G. Films', 'The Indian Film Company', 'UTV Motion Pictures', 'Prime Focus', 'Base Industries Group']",0.0,False,False,2007,2005,"['Comedy', 'Crime', 'Family']",Comedy,36500000.0,,True,,0.2,0.2,Male,Hindi,,304.775,
491629,Raazi,hi,hi,2018-05-10,1.5396,7.201,189,1,1,4,63,4,4500000,23800000,138,"['Thriller', 'Drama', 'History']","['Dharma Productions', 'Junglee Pictures']",0.0,False,False,2018,2015,"['Thriller', 'Drama', 'History']",Thriller,23800000.0,4500000.0,True,4.288888888888889,0.0634920634920634,0.2,Female,Hindi,,198.73,37.575
21175,Lakshya,hi,hi,2004-06-18,1.6088,6.7,117,2,1,4,23,2,4500000,4600000,186,"['War', 'Action', 'Drama', 'Romance']","['Excel Entertainment', 'UTV Motion Pictures']",0.0,False,False,2004,2000,"['War', 'Action', 'Drama', 'Romance']",War,4600000.0,4500000.0,True,0.0222222222222222,0.0869565217391304,0.2,Male,Hindi,,38.41,37.575
1018228,Chor Nikal Ke Bhaga,hi,hi,2023-03-24,1.83,6.869,141,0,1,4,24,1,0,0,110,"['Crime', 'Thriller']",['Maddock Films'],0.0,False,False,2023,2020,"['Crime', 'Thriller']",Crime,,,False,,0.0416666666666666,0.2,Unknown,Hindi,,,
165904,Special 26,hi,hi,2013-02-07,1.5786,7.309,222,2,1,4,24,4,7100000,18000000,144,"['Crime', 'Drama', 'Thriller']",['Friday Filmworks'],0.0,False,False,2013,2010,"['Crime', 'Drama', 'Thriller']",Crime,18000000.0,7100000.0,True,1.5352112676056338,0.1666666666666666,0.2,Male,Hindi,,150.3,59.285
393562,Raman Raghav 2.0,hi,hi,2016-06-24,1.7099,7.015,133,2,2,3,14,3,521873,1013926,134,"['Thriller', 'Crime']",['Phantom Films'],2.0,False,True,2016,2015,"['Thriller', 'Crime']",Thriller,1013926.0,521873.0,True,0.942859661258582,0.2142857142857142,0.4,Male,Hindi,,8.4662821,4.35763955
147405,Dabangg 2,hi,hi,2012-12-21,1.7329,5.0,119,2,1,4,19,6,13650000,0,125,"['Action', 'Comedy', 'Crime']","['Arbaaz Khan Productions', 'Shree Ashtavinayak Cine Vision']",0.0,False,False,2012,2010,"['Action', 'Comedy', 'Crime']",Action,,13650000.0,False,,0.3157894736842105,0.2,Male,Hindi,,,113.9775
20359,Phir Hera Pheri,hi,hi,2006-06-09,1.6632,6.884,146,2,2,3,27,5,4000000,15360000,155,['Comedy'],"['Base Industries Group', 'A.G. Films']",2.0,False,True,2006,2005,['Comedy'],Comedy,15360000.0,4000000.0,True,2.84,0.1851851851851851,0.4,Male,Hindi,,128.256,33.4
611748,Housefull 4,hi,hi,2019-10-25,1.7605,5.598,102,2,2,3,17,4,18000000,35000000,142,"['Comedy', 'Drama', 'Romance']","['Fox Star Studios', 'Nadiadwala Grandson Entertainment']",2.0,False,True,2019,2015,"['Comedy', 'Drama', 'Romance']",Comedy,35000000.0,18000000.0,True,0.9444444444444444,0.2352941176470588,0.4,Male,Hindi,,292.25,150.3
20495,Mujhse Shaadi Karogi,hi,hi,2004-07-30,1.5263,6.508,127,2,2,3,18,5,0,0,163,"['Romance', 'Comedy']",['Nadiadwala Grandson Entertainment'],2.0,False,True,2004,2000,"['Romance', 'Comedy']",Romance,,,False,,0.2777777777777778,0.4,Male,Hindi,,,
127501,Barfi!,hi,hi,2012-09-13,1.8885,7.61,368,2,2,3,26,6,4437508,2804874,151,"['Drama', 'Romance', 'Comedy']","['Ishana Movies', 'UTV Motion Pictures']",2.0,False,True,2012,2010,"['Drama', 'Romance', 'Comedy']",Drama,2804874.0,4437508.0,True,-0.3679168578400309,0.2307692307692307,0.4,Male,Hindi,,23.4206979,37.0531918
16987,Kaho Naa... Pyaar Hai,hi,hi,2000-01-14,1.3443,6.712,151,2,1,4,17,4,0,0,172,"['Romance', 'Drama', 'Action', 'Comedy']",['Film Kraft'],0.0,False,False,2000,2000,"['Romance', 'Drama', 'Action', 'Comedy']",Romance,,,False,,0.2352941176470588,0.2,Male,Hindi,,,
25516,Koi... Mil Gaya,hi,hi,2003-08-08,1.7305,7.014,255,2,2,2,22,5,3750000,10000000,165,"['Science Fiction', 'Action', 'Adventure']","['Film Kraft', 'Yash Raj Films']",2.0,False,True,2003,2000,"['Science Fiction', 'Action', 'Adventure']",Science Fiction,10000000.0,3750000.0,True,1.6666666666666667,0.2272727272727272,0.4,Male,Hindi,,83.5,31.3125
21297,Wake Up Sid,hi,hi,2009-10-02,1.573,7.235,181,2,2,3,10,6,3000000,11000000,138,"['Comedy', 'Drama', 'Romance']",['Dharma Productions'],2.0,False,True,2009,2005,"['Comedy', 'Drama', 'Romance']",Comedy,11000000.0,3000000.0,True,2.6666666666666665,0.6,0.4,Male,Hindi,,91.85,25.05
73582,Bodyguard,hi,hi,2011-08-31,1.8316,5.226,159,2,2,3,16,6,0,0,134,"['Drama', 'Action', 'Romance']","['Reel Life Productions', 'Reliance Entertainment', 'Funky Buddha Productions']",2.0,False,True,2011,2010,"['Drama', 'Action', 'Romance']",Drama,,,False,,0.375,0.4,Male,Hindi,,,
15974,Bhoothnath,hi,hi,2008-05-09,1.6079,6.217,122,2,1,4,24,6,0,0,151,"['Family', 'Comedy']",['BR Films International'],0.0,False,False,2008,2005,"['Family', 'Comedy']",Family,,,False,,0.25,0.2,Male,Hindi,,,
456565,Judwaa 2,hi,hi,2017-09-29,1.5509,5.4,114,2,3,2,20,3,10000000,34500000,150,"['Action', 'Comedy', 'Romance']","['Fox Star Studios', 'Nadiadwala Grandson Entertainment']",2.0,False,True,2017,2015,"['Action', 'Comedy', 'Romance']",Action,34500000.0,10000000.0,True,2.45,0.15,0.6,Male,Hindi,,288.075,83.5
58051,Housefull,hi,hi,2010-04-30,1.4067,5.746,142,2,2,3,17,8,3500000,15000000,135,"['Comedy', 'Romance']",['Nadiadwala Grandson Entertainment'],2.0,False,True,2010,2010,"['Comedy', 'Romance']",Comedy,15000000.0,3500000.0,True,3.2857142857142856,0.4705882352941176,0.4,Male,Hindi,,125.25,29.225
280795,Haider,hi,hi,2014-10-02,1.4139,7.2,249,2,2,2,17,2,7000000,11500000,150,"['Crime', 'Drama']","['Vishal Bhardwaj Pictures', 'UTV Motion Pictures']",2.0,False,True,2014,2010,"['Crime', 'Drama']",Crime,11500000.0,7000000.0,True,0.6428571428571429,0.1176470588235294,0.4,Male,Hindi,,96.025,58.45
339274,Tamasha,hi,hi,2015-11-27,1.6425,6.9,169,2,1,4,18,4,0,0,139,"['Romance', 'Drama', 'Comedy']","['Window Seat Films', 'UTV Motion Pictures', 'Nadiadwala Grandson Entertainment']",0.0,False,False,2015,2015,"['Romance', 'Drama', 'Comedy']",Romance,,,False,,0.2222222222222222,0.2,Male,Hindi,,,
250551,Gunday,hi,hi,2014-02-14,1.7074,4.881,113,2,1,4,16,1,0,0,152,"['Action', 'Crime', 'Drama']",['Yash Raj Films'],0.0,False,False,2014,2010,"['Action', 'Crime', 'Drama']",Action,,,False,,0.0625,0.2,Male,Hindi,,,
